"","X.2","X.1","X","RT","RT_bl","RT_tot","acc_bl","acc_tot","background","bidi","block_cnt","block_type","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","count_block_loop","count_block_seq","count_block_settings","count_check_session","count_drift_correct","count_exp_settings","count_experiment","count_feedback","count_instructions","count_log_variables","count_logger","count_new_pygaze_drift_correct","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_pygaze","count_start_recording","count_stop_recording","count_test_location","count_trial","count_trial_loop","count_trial_seq","d_eye","datetime","description","disable_garbage_collection","dist_color","dist_high","dist_loc","dist_shape","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","high_loc","high_prob_loc","keyboard_backend","live_row","live_row_block_loop","live_row_trial_loop","logfile","mouse_backend","nr_blinks","nr_trials","nr_trials_bl","opensesame_codename","opensesame_version","orient_list_trial","ping","ping_trigger","ping_type","practice","repeat_cycle","response","round_decimals","sampler_backend","session_nr","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_color","target_high","target_loc","target_shape","time_block_loop","time_block_seq","time_block_settings","time_check_session","time_drift_correct","time_exp_settings","time_experiment","time_feedback","time_instructions","time_log_variables","time_logger","time_new_pygaze_drift_correct","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_pygaze","time_start_recording","time_stop_recording","time_test_location","time_trial","time_trial_loop","time_trial_seq","title","total_blocks","trial_type","trials_in_block","trigger","uniform_coordinates","update_blinks","width","x","y","toward","containsNaN","rept","repd","prevtar","pd","nt","pd_c","nt_c","tar_dist","dist_dist","prevHP","eegTar","repteeg","tarcounter"
"619",675,675,675,1135.2522,2499.7097,615431.6976,3,565,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,674,674,NA,NA,NA,0,12,12,NA,674,12,674,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","yes","2","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",2,12,2,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,675,3,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'vert', 'hori', 'hori', 'vert', 'vert']","yes",102,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",1,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2648917.618,2652166.088,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2648917.635,2643322.556,2648917.564,"New experiment",19,"dist_present",56,23,"yes","no",1680,-33.0437755128207,1.34373371794888,"more away","False","NR","NR","lp",NA,NA,NA,NA,1,0,"4",7,"NR","in"
"620",676,676,676,791.2963,3291.006,616222.9939,4,566,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,675,675,NA,NA,NA,0,12,12,NA,675,12,675,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","4","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",3,12,3,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,676,4,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'vert', 'vert', 'hori', 'vert', 'hori']","yes",102,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",5,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2652197.79,2654750.021,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2652197.806,2643322.556,2652197.736,"New experiment",19,"dist_present",56,65,"yes","yes",1680,-36.2831505128208,-4.0622662820511,"more away","False","NR","NR","lp",NA,"Right",NA,NA,-3,-2,"4",1,"NR","in"
"621",677,677,677,579.9814,3870.9874,616802.9753,5,567,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,676,676,NA,NA,NA,0,12,12,NA,676,12,676,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",4,12,4,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,677,5,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'vert', 'hori', 'vert', 'hori', 'vert']","yes",102,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",2,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2654781.828,2657166.165,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2654781.844,2643322.556,2654781.773,"New experiment",19,"dist_absent",56,39,"yes","yes",1680,-30.8064005128208,-15.5963912820512,"more away","False","NR","NR","lp",NA,"Left",NA,"Left",0,NA,"4",5,"NR","ex"
"622",678,678,678,1164.4676,5035.455,617967.4429,6,568,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,677,677,NA,NA,NA,0,12,12,NA,677,12,677,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","0","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",5,12,5,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,678,6,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'hori', 'vert', 'hori', 'vert', 'hori']","yes",102,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",5,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2657198.358,2660286.117,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2657198.375,2643322.556,2657198.304,"New experiment",19,"dist_present",56,61,"yes","yes",1680,-35.5041505128207,-7.44039128205116,"more away","False","NR","NR","hp",NA,"Right",NA,NA,-3,2,"4",2,"NR","in"
"623",679,679,679,599.5546,5635.0096,618566.9975,7,569,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,678,678,NA,NA,NA,0,12,12,NA,678,12,678,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",6,12,6,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,679,7,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'hori', 'vert', 'vert', 'vert', 'hori', 'hori']","no",202,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",2,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2660318.055,2662670.239,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2660318.073,2643322.556,2660318.002,"New experiment",19,"dist_absent",56,39,"yes","yes",1680,-35.6541505128207,-4.81551628205114,"more away","False","NR","NR","lp",NA,"Left",NA,"Left",0,NA,"4",5,"NR","ex"
"624",680,680,680,627.6025,6262.6121,619194.6,8,570,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,679,679,NA,NA,NA,0,12,12,NA,679,12,679,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","0","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",7,12,7,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,680,8,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'hori', 'vert', 'vert', 'hori', 'vert']","yes",102,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",2,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2662702.09,2665286.078,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2662702.107,2643322.556,2662702.036,"New experiment",19,"dist_present",56,31,"yes","yes",1680,-19.9699005128207,1.97548371794892,"more away","False","R","NR","hp",NA,"Left",NA,"Left",0,2,"4",2,"NR","ex"
"625",681,681,681,870.4013,7133.0134,620065.0013,9,571,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,680,680,NA,NA,NA,0,12,12,NA,680,12,680,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",8,12,8,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,681,9,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'vert', 'hori', 'vert', 'hori', 'hori', 'vert']","no",202,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",1,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2665318.071,2668111.03,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2665318.088,2643322.556,2665318.017,"New experiment",19,"dist_absent",56,29,"yes","yes",1680,4.61784948717924,-5.64826628205108,"more away","False","NR","NR","hp",NA,"Left",NA,NA,1,NA,"4",2,"R","in"
"626",682,682,682,681.4302,7814.4436,620746.4315,10,572,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,681,681,NA,NA,NA,0,12,12,NA,681,12,681,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",9,12,9,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,682,10,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'vert', 'hori', 'hori', 'vert', 'vert']","no",202,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",5,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2668142.918,2670534.152,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2668142.935,2643322.556,2668142.864,"New experiment",19,"dist_absent",56,69,"yes","yes",1680,1.83022448717926,-3.49951628205109,"more away","False","NR","R","lp",NA,"Right",NA,NA,-3,NA,"4",1,"NR","in"
"627",683,683,683,657.1689,8471.6125,621403.6004,11,573,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,682,682,NA,NA,NA,0,12,12,NA,682,12,682,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","1","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",10,12,10,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,683,11,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'hori', 'vert', 'hori', 'vert', 'vert', 'vert']","no",202,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",2,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2670568.769,2673118.183,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2670568.785,2643322.556,2670568.716,"New experiment",19,"dist_present",56,32,"yes","yes",1680,4.29122448717933,-6.98326628205108,"more away","False","NR","NR","lp",NA,NA,NA,NA,0,1,"4",5,"NR","ex"
"628",684,684,684,897.6894,9369.3019,622301.2898,12,574,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,683,683,NA,NA,NA,0,12,12,NA,683,12,683,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",11,12,11,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,684,12,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'vert', 'hori', 'vert', 'hori', 'vert']","yes",102,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",2,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2673150.113,2676110.044,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2673150.13,2643322.556,2673150.06,"New experiment",19,"dist_absent",56,39,"yes","yes",1680,-5.27765051282079,-15.2855162820511,"more away","False","R","NR","hp",NA,"Left",NA,"Left",0,NA,"4",2,"NR","ex"
"629",685,685,685,971.6546,10340.9565,623272.9444,13,575,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,684,684,NA,NA,NA,0,12,12,NA,684,12,684,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","yes","2","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",12,12,12,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,685,13,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'hori', 'vert', 'hori', 'vert', 'hori']","no",202,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",6,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2676141.918,2679014.22,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2676141.935,2643322.556,2676141.866,"New experiment",19,"dist_present",56,73,"yes","yes",1680,-2.03377551282068,-9.42926628205114,"more away","False","NR","NR","hp",NA,NA,NA,NA,4,0,"4",2,"R","in"
"630",686,686,686,986.3492,11327.3057,624259.2936,14,576,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,685,685,NA,NA,NA,0,12,12,NA,685,12,685,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","6","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",13,12,13,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,686,14,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'vert', 'vert', 'hori', 'hori', 'vert']","yes",102,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",0,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2679045.995,2681870.123,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2679046.012,2643322.556,2679045.942,"New experiment",19,"dist_present",56,17,"yes","yes",1680,3.54859948717921,-20.0355162820511,"more away","False","NR","NR","lp","Right",NA,"Right",NA,2,4,"4",6,"NR","in"
"631",687,687,687,933.3131,12260.6188,625192.6067,15,577,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,686,686,NA,NA,NA,0,12,12,NA,686,12,686,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","6","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",14,12,14,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,687,15,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'hori', 'hori', 'vert', 'vert', 'hori']","yes",102,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",5,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2681902.081,2684662.067,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2681902.098,2643322.556,2681902.028,"New experiment",19,"dist_present",56,67,"yes","yes",1680,-5.83515051282081,-25.6885162820512,"more away","False","NR","R","lp",NA,NA,NA,NA,-3,4,"4",0,"NR","in"
"632",688,688,688,780.0564,13040.6752,625972.6631,16,578,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,687,687,NA,NA,NA,0,12,12,NA,687,12,687,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","0","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",15,12,15,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,688,16,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'hori', 'hori', 'vert', 'vert', 'vert']","yes",102,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",2,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2684694.035,2687486.274,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2684694.052,2643322.556,2684693.944,"New experiment",19,"dist_present",56,31,"yes","yes",1680,-9.63465051282075,-5.44039128205109,"more away","False","NR","NR","lp",NA,"Left",NA,"Left",0,2,"4",5,"NR","ex"
"633",689,689,689,668.7121,13709.3873,626641.3752,16,578,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",0,0,12,12,NA,12,0,0,12,0,688,688,NA,NA,NA,0,12,12,NA,688,12,688,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","7","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",16,12,16,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,689,17,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'hori', 'vert', 'vert', 'hori', 'hori', 'vert']","no",202,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",2,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2687518.275,2690045.998,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2687518.293,2643322.556,2687518.222,"New experiment",19,"dist_present",56,38,"yes","yes",1680,-11.2289005128208,-3.20801628205114,"more away","False","R","NR","hp",NA,NA,NA,NA,0,3,"4",2,"NR","ex"
"634",690,690,690,584.6672,14294.0545,627226.0424,17,579,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,689,689,NA,NA,NA,0,12,12,NA,689,12,689,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","7","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",17,12,17,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,690,18,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'hori', 'vert', 'vert', 'hori', 'vert']","no",202,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",2,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2690077.651,2692518.284,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2690077.669,2643322.556,2690077.596,"New experiment",19,"dist_present",56,38,"yes","yes",1680,-4.3392755128207,-5.92051628205114,"more away","False","R","R","hp",NA,NA,NA,NA,0,3,"4",2,"R","ex"
"635",691,691,691,1863.7067,16157.7612,629089.7491,18,580,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,690,690,NA,NA,NA,0,12,12,NA,690,12,690,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",18,12,18,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,691,19,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'hori', 'vert', 'hori', 'vert', 'hori', 'vert']","no",202,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",1,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2692550.34,2696382.024,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2692550.357,2643322.556,2692550.287,"New experiment",19,"dist_absent",56,29,"yes","yes",1680,2.60722448717924,4.86435871794888,"more away","False","NR","NR","hp",NA,"Left",NA,NA,1,NA,"4",2,"R","in"
"636",692,692,692,805.836,16963.5972,629895.5851,19,581,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,691,691,NA,NA,NA,0,12,12,NA,691,12,691,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","yes","2","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",19,12,19,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,692,20,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'vert', 'vert', 'hori', 'hori', 'hori', 'hori']","yes",102,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",0,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2696413.911,2699030.194,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2696413.928,2643322.556,2696413.858,"New experiment",19,"dist_present",56,13,"yes","yes",1680,-12.3489005128208,-7.40201628205108,"more away","False","NR","NR","lp","Left",NA,"Left",NA,2,0,"4",1,"NR","in"
"637",693,693,693,810.9706,17774.5678,630706.5557,20,582,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,692,692,NA,NA,NA,0,12,12,NA,692,12,692,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","5","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",20,12,20,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,693,21,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'vert', 'hori', 'hori', 'hori', 'hori', 'vert']","yes",102,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",2,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2699062.16,2701846.231,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2699062.177,2643322.556,2699062.107,"New experiment",19,"dist_present",56,36,"yes","yes",1680,-15.7600255128207,-5.03439128205111,"more away","False","NR","NR","lp",NA,NA,NA,NA,0,-3,"4",0,"NR","ex"
"638",694,694,694,671.747,18446.3148,631378.3027,21,583,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,693,693,NA,NA,NA,0,12,12,NA,693,12,693,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","7","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",21,12,21,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,694,22,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'hori', 'hori', 'vert', 'vert', 'hori']","yes",102,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",3,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2701878.385,2704486.003,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2701878.402,2643322.556,2701878.332,"New experiment",19,"dist_present",56,48,"yes","yes",1680,11.7083494871793,-12.6545162820511,"more toward","False","NR","NR","hp",NA,NA,NA,NA,-1,3,"4",2,"NR","in"
"639",695,695,695,685.2431,19131.5579,632063.5458,22,584,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,694,694,NA,NA,NA,0,12,12,NA,694,12,694,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","5","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",22,12,22,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,695,23,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'hori', 'vert', 'vert', 'vert', 'hori']","yes",102,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",6,"diamond",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2704517.788,2706982.175,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2704517.805,2643322.556,2704517.734,"New experiment",19,"dist_present",56,76,"yes","yes",1680,7.89934948717919,0.838858717948864,"more toward","False","NR","NR","lp",NA,NA,NA,NA,4,-3,"4",3,"NR","in"
"640",696,696,696,1141.7313,20273.2892,633205.2771,23,585,"#000000","no",13,"bias","psycho","psycho","psycho",0,"uniform",1,0,12,12,NA,12,0,0,12,0,695,695,NA,NA,NA,0,12,12,NA,695,12,695,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","3","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,2,"psycho",23,12,23,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,696,24,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'vert', 'hori', 'vert', 'hori', 'hori']","no",202,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",6,"circle",141500.7695,2636857.927,2636857.98,NA,2636863.143,37185.2591,1379.6852,2576722.796,37185.2902,2707014.347,2710022.03,NA,NA,NA,1380.7122,2642951.213,2576213.57,NA,2707014.365,2643322.556,2707014.295,"New experiment",19,"dist_present",56,74,"yes","yes",1680,-0.964525512820778,-14.144016282051,"more away","False","R","NR","lp",NA,NA,NA,NA,4,-1,"4",6,"NR","in"
